,District,Date,Operator,Lease/Facility Name,Lease/ID,API#,Drill Permit #,Well #,Field Name,County,Fire,H2S,Injuries,Deaths,Remarks
115,9,7/29/90,R. M. HILL,"Choate ""A""",27781,,375659.0,1,Minta,Young,N,N,0,0,"(Blewout @ 3,080')"
117,7B,7/11/90,K.O.C. CORPORATION,Pearce Holland,16541,,,2,Pardue (Ellenburger),Fisher,N,N,0,0,Well was shut-in
129,3,2/6/90,AOP OPERATING CORPORATION,Thelma Solomon Unit,14528,,,1,Giddings (Austin Chalk-3),Fayette,Y,N,3,0,Operator was pulling rods
131,3,1/21/90,CONVEST ENERGY CORP.,Hankamer,17049,,,7,Gist (Walden),Newton,N,N,0,0,Producing well
7,8,10/24/89,"RICHMOND PETROLEUM, INC.",Johnson -86-,,,,7,Wheat (Cherry Canyon),Loving,N,N,0,0,Shut-in well
9,3,10/18/89,CONTRACT OPERATOR & LEASE SER.,Gilbert Estate,,,,1-C &T,,Jefferson,N,N,0,0,SI Well-Hit by tree cutter
13,3,8/21/89,R & S PRODUCTION CO.,Fuchs,105035,,,1,"Louise, North (446O)",Wharton,N,N,0,0,(Shut-in at time of blowout)
15,3,6/29/89,BAYPORT OPERATING CO.,R. M. Wingate,,,359224.0,1,Wildcat,Jefferson,N,N,0,0,Underground Blowout
31,3,11/16/88,FIRST ENERGY CORP.,Carroll Sterling Masterson,,,,1,Fig Ridge,Chambers,N,N,0,0,(Underground Blowout)
39,10,6/21/88,MARSH OPERATING COMPANY,Brotherton,,,,1070,Buffalo Wallow (Granite Wash),Hemphill,N,N,0,0,NO B.O.P on P&A Job
41,6,5/15/88,ALPASO-MANITEX,Camp Missionary Church,,,,,"On 944 SE of Hemphill, TX",Sabine,N,N,0,0,(WATER WELL BLOWOUT)
55,6,11/18/87,EXXON CO. U.S.A.,Hawkins Field Unit,,,,1253,Hawkins (Woodbine),Wood,N,N,0,0,Workover rig
56,8A,11/17/87,"EXXON CORP., THE",Cornell Unit,19453,,,30-25,Wasson,Yoakum,N,N,0,0,(Injection Well)
89,10,10/23/86,"S & N ENERGIES, INC.",Wilma,,,,2,Panhandle Moore Co.,Moore,Y,Y,0,0,Well Kicked
117,3,11/6/85,TXO PRODUCTION CORPORATION,Liberty Townsite,,,,2,Liberty,Liberty,N,N,0,0,(2nd Blowout)
126,4,8/6/85,G H R ENERGY,Munoz,,,,1,Wildcat,Zapata,N,N,0,0,(2nd Blowout)
144,5,4/13/85,CONOCO,Morgan Creek Village,,,,1,,Robertson,N,N,0,0,Controlled Blowout
156,10,1/7/85,KERR-MCGEE CORPORATION,Gray,32019,,,2,Kiowa Creek (Douglas),Lipscomb,N,N,0,0,Plunger Lift Failed
163,10,11/12/84,"TEEPLES OIL & GAS, INC.",Cal-Merchant,,,,1-38,Panhandle Hutchinson,Hutchinson,N,N,0,0,B.O.P failed
218,8A,9/16/83,MID-AMERICA PIPELINE COMPANY,Charles B. Shell,,,,6,Seminole West,Gaines,N,N,0,0,(Salt bed storage well)
222,10,8/4/83,PHILLIPS PETROLEUM,"Bowers ""D""",,,,3,"Washita Creek (Hunton 19,476)",Hemphill,N,Y,0,0,Liner Failed @ 4600 psi
241,8,2/9/83,MOBIL PRODUCING TX & NM INC,Brennand,26218,,,6,"Iatan, E. Howard",Mitchell,N,N,0,0,(water breakout)
276,8A,4/20/82,"DURHAM, INC.",Phillips,,,,1,"Boomerang, South (Strawn Lime)",Kent,N,N,0,0,(Hole Caved in @ 300')
315,8A,8/18/81,ENERGY RESERVES GROUP,George Sweet,,,,1,Wildcat (694'),Kent,N,N,0,0,(Well Caved in @ 694')
410,3,4/13/80,"PETROMARK MINERALS, INC.","Arnim ""B""",,,,2,Giddings,Fayette,N,N,0,0,(2nd Blowout)
421,3,2/10/80,"MID-TEXAS PETROLEUM, INC.",Skipper,,,,1,Giddings,Fayette,Y,N,0,0,2nd Blowout
427,8A,1/13/80,R. K. PETROLEUM,Carter State,,,,1-R,Wildcat,Terry,N,N,0,0,(Relief Well)
30,6,5/2/79,ARKLA GAS COMPANY,Cromer Gas Unit #4,,,,WSW,Rodessa,Marion,N,N,0,0,Water Supply Well
42,8A,2/10/79,HAMILTON BROTHERS OIL COMPANY,Wallace,,,,1,Wildcat,Kent,N,N,0,0,(Well Washed Out @ 75')
86,8,3/13/78,TEXAS OIL & GAS CORPORATION,"Wilson ""K""",,,,2,Girvintex (Yates),Pecos,N,N,0,0,(controlled blowout)
133,8A,1/20/77,JRS EXPLORATION CO.,Roy K. Furr,,,,4,Wildcat (472'),Kent,N,N,0,0,(Lost Circulation @ 472')
155,5,9/24/75,"CANUS PETROLEUM, INC.",Aubrey Smith,,,,1,Wildcat,Henderson,N,Y,5,0,Drill stem test was being run.
206,8,5/7/74,MAJESTIC PETROLEUM CORPORATION,Newby -A-,22617,,,3,Westbrook,Mitchell,N,N,0,0,(2nd Blowout)
224,8A,6/20/73,TORREYANA OIL COMPANY,Henry Grice,,,,3,"Toni ""C"" (Noodle Creek) (225')",Kent,N,N,0,0,(Well Washed out at 225')
267,10,4/1/69,"WILLIAMS, B. N.",-0-,,,,,,Moore,N,N,0,0,(Water well blowout)
268,8A,2/18/69,ROYAL RESOURCES CORP.,Five Resources Inc.,,,,1,Wildcat (308'),Kent,N,N,0,0,(Hit Air Pocket @ 3O8')
352,8A,9/1/55,BRIGHT & SCHIFF,H. L. Casey,,,,4,,Kent,N,N,0,0,(Well Cratered)
360,2,3/3/41,"JONES, EDWIN M.",Geo. West Estate,,,,B-3,Wildcat,Live Oak,Y,N,0,0,(Drilling Operation)
362,4,4/15/40,TEXAS GULF PRODUCING COMPANY,San Antonio Loan & Trust,,,,1,Sinton,San Patricio,N,N,0,0,(Perfing Well)
363,4,2/26/40,ROYAL OIL & GAS CORPORATION,Baldridge,,,,1-C,Sullivan City,Hidalgo,N,N,0,0,(Performing Squeeze job)
366,4,11/25/39,"WINN, W. H.",Ramirez,,,,1,Lopeno,Zapata,N,N,0,0,(Producing well-split casing)
369,4,7/19/38,"GRIMES, HARLAN",D. I. Coggins,,,,2,Midway,San Patricio,Y,N,0,0,(Casing Leak)
